Date,Campaign name,Ad set name,Age,Gender,Amount spent (USD),Return on ad spend (ROAS),country,audience description,Total investment
2018-07-23,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,25-34,male,4.84,0.0,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,4.84
2018-07-24,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,25-34,male,10.16,0.0,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,10.16
2018-07-25,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,25-34,male,8.19,0.0,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,8.19
2018-07-26,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,25-34,male,6.45,0.0,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,6.45
2018-07-27,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,25-34,male,3.44,0.0,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,3.44
2018-07-28,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,25-34,male,2.97,0.0,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,2.97
2018-07-29,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,25-34,male,3.5,0.0,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,3.5
2018-07-30,US_RCH_Outdoor_LeadGen,US_M_24-54_Outdoor Fashion Brands + CF Early Tech + Parent *330K,25-34,male,1.62,0.0,US,Outdoor Fashion Brands + CF Early Tech + Parent *330K,1.62
2018-07-19,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,4.02,1467.66,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,4.02
2018-07-20,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,3.93,0.0,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,3.93
2018-07-21,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,3.38,0.0,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,3.38
2018-07-22,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,3.56,1657.3,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,3.56
2018-07-23,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,11.21,0.0,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,11.21
2018-07-24,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,24.46,0.0,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,24.46
2018-07-25,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,24.1,3228.22,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,24.1
2018-07-26,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,23.74,0.0,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,23.74
2018-07-27,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,25.61,1194.85,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,25.61
2018-07-28,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,24.87,2854.85,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,24.87
2018-07-29,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,23.15,807.78,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,23.15
2018-07-30,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,22.21,0.0,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,22.21
2018-07-31,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,17.16,0.0,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,38.019999999999996
2018-08-01,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,20.86,589.65,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,38.019999999999996
2018-08-02,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,19.36,1854.34,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,19.36
2018-08-03,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,18.92,0.0,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,18.92
2018-08-04,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,19.08,644.65,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,19.08
2018-08-05,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,18.08,5132.74,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,18.08
2018-08-06,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,19.58,929.52,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,19.58
2018-08-07,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Non Parent *1.4M,25-34,male,4.62,1277.06,US,REI/Dick's + CF Early Tech + Non Parent *1.4M,4.62
2018-07-19,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,1.98,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,1.98
2018-07-20,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,1.77,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,1.77
2018-07-21,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,1.46,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,1.46
2018-07-22,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,1.48,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,1.48
2018-07-23,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,3.48,9281.61,US,REI/Dick's + CF Early Tech + Parent *580K,3.48
2018-07-24,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,8.0,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,8.0
2018-07-25,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,6.21,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,6.21
2018-07-26,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,5.94,6548.82,US,REI/Dick's + CF Early Tech + Parent *580K,5.94
2018-07-27,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,9.43,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,9.43
2018-07-28,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,8.74,675.06,US,REI/Dick's + CF Early Tech + Parent *580K,8.74
2018-07-29,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,5.66,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,5.66
2018-07-30,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,7.62,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,7.62
2018-07-31,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,8.25,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,17.67
2018-08-01,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,9.42,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,17.67
2018-08-02,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,10.83,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,10.83
2018-08-03,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,10.39,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,10.39
2018-08-04,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,10.72,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,10.72
2018-08-05,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,11.81,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,11.81
2018-08-06,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,13.55,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,13.55
2018-08-07,US_RCH_Outdoor_LeadGen,US_M_24-54_REI/Dick's + CF Early Tech + Parent *580K,25-34,male,3.36,0.0,US,REI/Dick's + CF Early Tech + Parent *580K,3.36
2018-08-03,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,25-34,male,14.03,0.0,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,14.03
2018-08-04,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,25-34,male,25.48,251.18,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,25.48
2018-08-05,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,25-34,male,21.62,272.9,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,21.62
2018-08-06,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,25-34,male,27.01,0.0,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,27.01
2018-08-07,US_RCH_Outdoor_LeadGen,US_M_24-54_Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,25-34,male,10.07,0.0,US,Ecotourism + CF Early Tech + Non Parent *840K - Dynamic Ad,10.07
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,0.5,0.0,US,Camping Enthusiast,0.5
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,2.01,0.0,US,Camping Enthusiast,2.01
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,1.88,3138.3,US,Camping Enthusiast,1.88
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,2.09,0.0,US,Camping Enthusiast,2.09
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,2.45,0.0,US,Camping Enthusiast,2.45
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,2.72,0.0,US,Camping Enthusiast,2.72
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,2.51,0.0,US,Camping Enthusiast,2.51
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,3.1,0.0,US,Camping Enthusiast,3.1
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,2.88,0.0,US,Camping Enthusiast,2.88
2018-07-19,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,female,0.93,0.0,US,Camping Enthusiast,0.93
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,1.17,0.0,US,Outdoor Activists,1.17
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,2.04,0.0,US,Outdoor Activists,2.04
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,2.06,0.0,US,Outdoor Activists,2.06
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,2.83,0.0,US,Outdoor Activists,2.83
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,1.71,0.0,US,Outdoor Activists,1.71
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,2.48,0.0,US,Outdoor Activists,2.48
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,3.1,0.0,US,Outdoor Activists,3.1
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.29,0.0,US,Outdoor Activists,4.29
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,3.34,0.0,US,Outdoor Activists,3.34
2018-07-19,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,3.87,0.0,US,Outdoor Activists,3.87
2018-07-20,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,3.26,0.0,US,Outdoor Activists,3.26
2018-07-21,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,3.31,0.0,US,Outdoor Activists,3.31
2018-07-22,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,3.33,0.0,US,Outdoor Activists,3.33
2018-07-23,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,3.32,0.0,US,Outdoor Activists,3.32
2018-07-24,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.07,0.0,US,Outdoor Activists,4.07
2018-07-25,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.25,0.0,US,Outdoor Activists,4.25
2018-07-26,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.59,0.0,US,Outdoor Activists,4.59
2018-07-27,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.85,0.0,US,Outdoor Activists,4.85
2018-07-28,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.84,0.0,US,Outdoor Activists,4.84
2018-07-29,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.52,1305.31,US,Outdoor Activists,4.52
2018-07-30,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.5,0.0,US,Outdoor Activists,4.5
2018-07-31,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.24,0.0,US,Outdoor Activists,8.61
2018-08-01,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.37,0.0,US,Outdoor Activists,8.61
2018-08-02,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,3.33,0.0,US,Outdoor Activists,3.33
2018-08-03,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.32,0.0,US,Outdoor Activists,4.32
2018-08-04,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,3.99,0.0,US,Outdoor Activists,3.99
2018-08-05,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,4.06,0.0,US,Outdoor Activists,4.06
2018-08-06,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,3.39,0.0,US,Outdoor Activists,3.39
2018-08-07,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,female,0.92,0.0,US,Outdoor Activists,0.92
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,0.73,0.0,US,Camping Enthusiast,0.73
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,1.64,0.0,US,Camping Enthusiast,1.64
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,2.34,0.0,US,Camping Enthusiast,2.34
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,1.98,0.0,US,Camping Enthusiast,1.98
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,2.13,0.0,US,Camping Enthusiast,2.13
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,1.93,0.0,US,Camping Enthusiast,1.93
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,1.89,0.0,US,Camping Enthusiast,1.89
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,1.87,0.0,US,Camping Enthusiast,1.87
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,3.02,0.0,US,Camping Enthusiast,3.02
2018-07-19,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,male,1.17,0.0,US,Camping Enthusiast,1.17
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,0.68,0.0,US,Outdoor Activists,0.68
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,1.22,0.0,US,Outdoor Activists,1.22
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,2.38,0.0,US,Outdoor Activists,2.38
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,1.8,0.0,US,Outdoor Activists,1.8
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,2.12,0.0,US,Outdoor Activists,2.12
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,2.42,0.0,US,Outdoor Activists,2.42
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,2.14,0.0,US,Outdoor Activists,2.14
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,2.38,0.0,US,Outdoor Activists,2.38
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,3.05,0.0,US,Outdoor Activists,3.05
2018-07-19,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,2.32,0.0,US,Outdoor Activists,2.32
2018-07-20,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,2.24,0.0,US,Outdoor Activists,2.24
2018-07-21,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,1.58,0.0,US,Outdoor Activists,1.58
2018-07-22,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,2.25,0.0,US,Outdoor Activists,2.25
2018-07-23,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,1.5,0.0,US,Outdoor Activists,1.5
2018-07-24,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,0.66,0.0,US,Outdoor Activists,0.66
2018-07-25,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,0.62,0.0,US,Outdoor Activists,0.62
2018-07-26,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,0.44,0.0,US,Outdoor Activists,0.44
2018-07-27,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,0.98,0.0,US,Outdoor Activists,0.98
2018-07-28,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,0.76,7763.16,US,Outdoor Activists,0.76
2018-07-29,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,1.36,0.0,US,Outdoor Activists,1.36
2018-07-30,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,1.6,0.0,US,Outdoor Activists,1.6
2018-07-31,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,1.99,0.0,US,Outdoor Activists,4.28
2018-08-01,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,2.29,0.0,US,Outdoor Activists,4.28
2018-08-02,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,3.84,6875.0,US,Outdoor Activists,3.84
2018-08-03,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,1.8,0.0,US,Outdoor Activists,1.8
2018-08-04,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,1.15,0.0,US,Outdoor Activists,1.15
2018-08-05,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,0.96,0.0,US,Outdoor Activists,0.96
2018-08-06,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,1.67,0.0,US,Outdoor Activists,1.67
2018-08-07,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,male,0.31,0.0,US,Outdoor Activists,0.31
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.03,0.0,US,Camping Enthusiast,0.03
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.07,0.0,US,Camping Enthusiast,0.07
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.08,0.0,US,Camping Enthusiast,0.08
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.04,0.0,US,Camping Enthusiast,0.04
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.03,0.0,US,Camping Enthusiast,0.03
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.07,0.0,US,Camping Enthusiast,0.07
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.01,0.0,US,Camping Enthusiast,0.01
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.02,0.0,US,Camping Enthusiast,0.02
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.05,0.0,US,Camping Enthusiast,0.05
2018-07-19,US_RCH_Campers_LeadGen,US_M/F_25-64_Camping Enthusiast,35-44,unknown,0.01,0.0,US,Camping Enthusiast,0.01
2018-07-10,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.05,0.0,US,Outdoor Activists,0.05
2018-07-11,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.01,0.0,US,Outdoor Activists,0.01
2018-07-12,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.06,0.0,US,Outdoor Activists,0.06
2018-07-13,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.08,0.0,US,Outdoor Activists,0.08
2018-07-14,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.03,0.0,US,Outdoor Activists,0.03
2018-07-15,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.11,0.0,US,Outdoor Activists,0.11
2018-07-16,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.12,0.0,US,Outdoor Activists,0.12
2018-07-17,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.19,0.0,US,Outdoor Activists,0.19
2018-07-18,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.19,0.0,US,Outdoor Activists,0.19
2018-07-19,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.08,0.0,US,Outdoor Activists,0.08
2018-07-20,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.08,0.0,US,Outdoor Activists,0.08
2018-07-21,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.23,0.0,US,Outdoor Activists,0.23
2018-07-22,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.3,0.0,US,Outdoor Activists,0.3
2018-07-23,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.19,0.0,US,Outdoor Activists,0.19
2018-07-24,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.1,0.0,US,Outdoor Activists,0.1
2018-07-25,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.12,0.0,US,Outdoor Activists,0.12
2018-07-26,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.11,0.0,US,Outdoor Activists,0.11
2018-07-27,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.13,0.0,US,Outdoor Activists,0.13
2018-07-28,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.28,0.0,US,Outdoor Activists,0.28
2018-07-29,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.08,0.0,US,Outdoor Activists,0.08
2018-07-30,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.07,0.0,US,Outdoor Activists,0.07
2018-07-31,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.16,0.0,US,Outdoor Activists,0.36
2018-08-01,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.2,0.0,US,Outdoor Activists,0.36
2018-08-02,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.16,0.0,US,Outdoor Activists,0.16
2018-08-03,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.31,0.0,US,Outdoor Activists,0.31
2018-08-04,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.11,0.0,US,Outdoor Activists,0.11
2018-08-05,US_RCH_Campers_LeadGen,US_M/F_25-64_Outdoor Activists,35-44,unknown,0.11,0.0,US,Outdoor Activists,0.11
